start_id,end_id,relationship_type,direction
DOID:10652,2904,associates,both
DOID:10652,57172,downregulates,both
DOID:10652,581,upregulates,both
DOID:10652,54875,upregulates,both
DOID:10652,10576,downregulates,both
DOID:10652,57211,upregulates,both
DOID:10652,30008,upregulates,both
DOID:10652,113878,upregulates,both
DOID:10652,23607,associates,both
DOID:10652,5610,associates,both
DOID:10652,8702,upregulates,both
DOID:10652,654,upregulates,both
DOID:10652,10059,downregulates,both
DOID:10652,D057178,presents,both
DOID:10652,60496,downregulates,both
DOID:10652,2041,associates,both
DOID:10652,UBERON:0000922,localizes,both
DOID:10652,1012,downregulates,both
DOID:10652,55063,associates,both
DOID:10652,9744,upregulates,both
DOID:10652,65985,downregulates,both
DOID:10652,4504,associates,both
DOID:10652,23583,associates,both
DOID:10652,7464,downregulates,both
DOID:10652,9289,upregulates,both
DOID:10652,1806,upregulates,both
DOID:10652,56,downregulates,both
DOID:10652,D020178,presents,both
DOID:10652,210,downregulates,both
DOID:10652,1808,associates,both
DOID:10652,23621,associates,both
DOID:10652,29965,upregulates,both
DOID:10652,51005,downregulates,both
DOID:10652,3077,associates,both
DOID:10652,23607,upregulates,both
DOID:10652,670,downregulates,both
DOID:10652,1632,upregulates,both
DOID:10652,865,upregulates,both
DOID:10652,1509,associates,both
DOID:10652,10632,downregulates,both
DOID:10652,7018,associates,both
DOID:10652,3600,associates,both
DOID:10652,8448,downregulates,both
DOID:10652,177,associates,both
DOID:10652,2896,associates,both
DOID:10652,79587,upregulates,both
DOID:10652,60509,upregulates,both
DOID:10652,339479,downregulates,both
DOID:10652,394,upregulates,both
DOID:10652,8444,upregulates,both
DOID:10652,8890,upregulates,both
DOID:10652,29102,downregulates,both
DOID:10652,50632,downregulates,both
DOID:10652,D012893,presents,both
DOID:10652,D001072,presents,both
DOID:10652,483,upregulates,both
DOID:10652,286148,upregulates,both
DOID:10652,8556,upregulates,both
DOID:10652,857,associates,both
DOID:10652,55070,downregulates,both
DOID:10652,4968,associates,both
DOID:10652,57007,upregulates,both
DOID:10652,1942,upregulates,both
DOID:10652,DB01037,palliates,both
DOID:10652,DB00245,palliates,both
DOID:10652,DB00989,treats,both
DOID:10652,DB00268,palliates,both
